content_comment,decoded_content_comment
"da mình dầu, xài nhiều loại từ centella đến surmedic, qua loại này thấy cũng ổn, tuy nhiên bị cay mắt. ko biết có ai bị như mình ko","da mình dầu, xài nhiều loại từ centella đến surmedic, qua loại này thấy cũng ổn, tuy nhiên bị cay mắt. không biết có ai bị như mình không"
"mình xài ok lắm. có 1 thắc mắc lúc trc mình mua nắp vừa như in, lần này nắp đậy lại bị hở ra , mình xem lại nắp nhỏ hơn chai đợt trước mình mua","mình xài ok lắm. có 1 thắc mắc lúc trc mình mua nắp vừa như in, lần này nắp đậy lại bị hở ra , mình xem lại nắp nhỏ hơn chai đợt trước mình mua"
"mình đã dùng cả 2 màu xanh và tím thì mình thấy màu tím chất lỏng dễ tán nhẹ mặt hơn, và cảm giác kiềm dầu cũng tốt hơn so với màu xanh, còn màu xanh thì mùi hương nồng hơn so với mấy bạn nhạy cảm với hương liệu, chất dày hơn chút nên khi tán kem toàn bị dính ở tay, và mình đã test ở hôm trời nồm 2 màu này thì thấy màu xanh kiềm dầu kém hơn chút","mình đã dùng cả 2 màu xanh và tím thì mình thấy màu tím chất lỏng dễ tán nhẹ mặt hơn, và cảm giác kiềm dầu cũng tốt hơn so với màu xanh, còn màu xanh thì mùi hương nồng hơn so với mấy bạn nhạy cảm với hương liệu, chất dày hơn chút nên khi tán kem toàn bị dính ở tay, và mình đã test ở hôm trời nồm 2 màu này thì thấy màu xanh kiềm dầu kém hơn chút"
"chân ái đời mình, mình xài chắc chục chai rồi, khả năng kiềm dầu ổn chứ nhỉ, lên da để lại lớp finish cực kỳ đẹp, và một điều quan trọng nữa là khả năng chống nắng tốt, da mặt mình kết hợp một số loại mỹ phẩm khác và kcn này đc cái da ưng quá trời ưng, ai cũng bảo da mặt trắng hơn người, còn mịn nữa, da dầu mụn nên mua nha, da mình dầu lắm luôn mà xài rất ổn, mãi keo với kcn này của skin aqua","chân ái đời mình, mình xài chắc chục chai rồi, khả năng kiềm dầu ổn chứ nhỉ, lên da để lại lớp finish cực kỳ đẹp, và một điều quan trọng nữa là khả năng chống nắng tốt, da mặt mình kết hợp một số loại mỹ phẩm khác và kem chống nắng này được cái da ưng quá trời ưng, ai cũng bảo da mặt trắng hơn người, còn mịn nữa, da dầu mụn nên mua nha, da mình dầu lắm luôn mà xài rất ổn, mãi keo với kem chống nắng này của skin aqua"
"lần thứ 2 đặt lại, theo mình cảm nhận dùng em này có nâng tone nhẹ, che khuyết điểm ok đấy, khi thoa để lại lớp bóng nhẹ rồi khô nhanh giá hạt dẻ","lần thứ 2 đặt lại, theo mình cảm nhận dùng em này có nâng tone nhẹ, che khuyết điểm ok đấy, khi thoa để lại lớp bóng nhẹ rồi khô nhanh giá hạt dẻ"
"dùng chai này lần thứ 4 r ncl quá ổn da hơi ngăm thì dùng nâng tone là vừa đẹp treat thì k dùng dc bạn này, phù hợp hssv","dùng chai này lần thứ 4 r nói chung là quá ổn da hơi ngăm thì dùng nâng tone là vừa đẹp treat thì không dùng dc bạn này, phù hợp hssv"
"sản phẩm giao nhanh, đóng gói cẩn thận","sản phẩmình giao nhanh, đóng gói cẩn thận"
"nâng tone nhẹ, tùy theo mức độ sữa mà mình lấy. kiềm dầu nhưng không gây khô da. bôi xong ra nắng sẽ thấy trên da xuất hiện lấp lánh.","nâng tone nhẹ, tùy theo mức độ sữa mà mình lấy. kiềm dầu nhưng không gây khô da. bôi xong ra nắng sẽ thấy trên da xuất hiện lấp lánh."
"mình xài 1 tuần thấy lên mụn, mấy bạn da nhạy cảm với da dầu chú ý nha.","mình xài 1 tuần thấy lên mụn, mấy bạn da nhạy cảm với da dầu chú ý nha."
không có tặng kèm bông tẩy trang,không có tặng kèm bông tẩy trang
"mùi dễ chịu. lúc mới thoa sẽ bóng dầu, sau khi tệp vào da rất mịn khô thoáng, kiềm dầu tốt, da thường từ 7h sáng tới 3h chiều không đỗ dầu nhiều, khả năng lên tone kém, ko che được thâm mụn đỏ.","mùi dễ chịu. lúc mới thoa sẽ bóng dầu, sau khi tệp vào da rất mịn khô thoáng, kiềm dầu tốt, da thường từ 7h sáng tới 3h chiều không đỗ dầu nhiều, khả năng lên tone kém, không che được thâm mụn đỏ."
"sản phẩm giao nhanh, đóng gói cẩn thận ưng lắm, đẹp sẽ ủng hộ tiếp nếu sử dụng ok","sản phẩmình giao nhanh, đóng gói cẩn thận ưng lắm, đẹp sẽ ủng hộ tiếp nếu sử dụng ok"
"loại này mình mua nhiều lắm rồi, đây là lần đầu mình đặt online, đỡ tốn công đi mua, hợp với bạn nào da dầu và vàng xỉn nha, mỗi cái là khá là trắng thôi á, bạn nào thích nâng tone thì mua nha, nhưng lên da trông tự nhiên và không có vệt hay bóng, chống nước và mồ hôi tốt, mình dùng tẩy trang vào cuối ngày và không bị lên mụn gì cả, với giá thành và chất lượng rất phù hợp với các bạn học sinh.","loại này mình mua nhiều lắm rồi, đây là lần đầu mình đặt online, đỡ tốn công đi mua, hợp với bạn nào da dầu và vàng xỉn nha, mỗi cái là khá là trắng thôi á, bạn nào thích nâng tone thì mua nha, nhưng lên da trông tự nhiên và không có vệt hay bóng, chống nước và mồ hôi tốt, mình dùng tẩy trang vào cuối ngày và không bị lên mụn gì cả, với giá thành và chất lượng rất phù hợp với các bạn học sinh."
"mình mua ở store,finish siêu đẹp nâng tone sáng mịn,ko lố.nhưng phải dùng dầu tẩy trang nha,dùng nước ko ăn thua lên, mụn ẩn.rcm cho hssv giá rẻ.chống nắng khá","mình mua ở store,finish siêu đẹp nâng tone sáng mịn,không lố.nhưng phải dùng dầu tẩy trang nha,dùng nước không ăn thua lên, mụn ẩn.recommend cho hssv giá rẻ.chống nắng khá"
"mình dùng chắc cỡ trên dứi 10 em này r ấy, hợp da mình là hh thiên dầu, mình dùng rửa mặt r xài toner r mới dùng kcn này, nó kiểu k quá bết, lớp finish cực đẹp í, kiềm dầu nữa, này là lần đầu tiên mình fb tại mình k hay fb sp lắm","mình dùng chắc cỡ trên dứi 10 em này r ấy, hợp da mình là hỗn hợp thiên dầu, mình dùng rửa mặt r xài toner r mới dùng kem chống nắng này, nó kiểu không quá bết, lớp finish cực đẹp í, kiềm dầu nữa, này là lần đầu tiên mình fb tại mình không hay fb sản phẩm lắm"
"kiềm dầu đỉnh tốt. mình da dầu, chơi bóng chuyền 1h30 mà đổ dầu ko quá nhiều nhưng kháng nước ko tốt. che khuyết điểm hơi dở (ko tốt như chai senka milk). tuy nhiên chất rất lỏng mà nặng, bí da lúc mới bôi. 20p sau là set xuống hết và ko thấy bí nhiều nữa. phải dưỡng ẩm đủ và kĩ thì mới ko bị mốc. 7/10","kiềm dầu đỉnh tốt. mình da dầu, chơi bóng chuyền 1h30 mà đổ dầu không quá nhiều nhưng kháng nước không tốt. che khuyết điểm hơi dở (không tốt như chai senka milk). tuy nhiên chất rất lỏng mà nặng, bí da lúc mới bôi. 20p sau là set xuống hết và không thấy bí nhiều nữa. phải dưỡng ẩm đủ và kĩ thì mới không bị mốc. 7/10"
"mình dùng dòng kcn skin aqua này cũng khá nhiều loại rồi. với mức giá này thì chất lượng okie, dùng mỏng nhẹ. độ che phủ thì không quá tốt. phù hợp với các bạn hssv.","mình dùng dòng kem chống nắng skin aqua này cũng khá nhiều loại rồi. với mức giá này thì chất lượng okie, dùng mỏng nhẹ. độ che phủ thì không quá tốt. phù hợp với các bạn hssv."
"xài gần hết chai mới lên đây viết nhận xét. hồi đầu xài không biết nên không dám dùng dưỡng ẩm trước, sợ nó bí hơi lên mụn, ai dè da khô quá, thoa kcn lên bị bết và mốc mốc. sau mình thoa 1 lớp dưỡng ẩm rồi dùng kcn thì rất ok, tán đều và mịn, nâng tone nhẹ đều màu cho da bị mụn đỏ, kiềm dầu tốt tầm 5 tiếng, chống nước. mình bị mụn nên đi tiệc không trang điểm luôn, chỉ thoa lớp kcn này cho đều màu da xíu thôi. dùng khá tốt","xài gần hết chai mới lên đây viết nhận xét. hồi đầu xài không biết nên không dám dùng dưỡng ẩm trước, sợ nó bí hơi lên mụn, ai dè da khô quá, thoa kem chống nắng lên bị bết và mốc mốc. sau mình thoa 1 lớp dưỡng ẩm rồi dùng kem chống nắng thì rất ok, tán đều và mịn, nâng tone nhẹ đều màu cho da bị mụn đỏ, kiềm dầu tốt tầm 5 tiếng, chống nước. mình bị mụn nên đi tiệc không trang điểm luôn, chỉ thoa lớp kem chống nắng này cho đều màu da xíu thôi. dùng khá tốt"
"dùng tới chai thứ n rồi mới đánh giá ạ. nâng tông rất ok, bình thường có thể thay cho lớp trang điểm luôn. mỏng nhẹ kiềm dầu, nói chung rất ưngg","dùng tới chai thứ n rồi mới đánh giá ạ. nâng tông rất ok, bình thường có thể thay cho lớp trang điểm luôn. mỏng nhẹ kiềm dầu, nói chung rất ưngg"
"phù hợp da dầu mụn (tuỳ người) chất sữa lỏng, màu xanh bạc hà, lúc mới tán nâng tone hơi lố sau 30 phút, lớp nền đẹp, sáng, giữ được khoảng 5,6 tiếng kiềm dầu giống clear white, tầm 4 tiếng có khả năng kháng nước, da quá nhiều mồ hôi sẽ trôi bớt giá hợp lý, vỏ chai dễ thương","phù hợp da dầu mụn (tuỳ người) chất sữa lỏng, màu xanh bạc hà, lúc mới tán nâng tone hơi lố sau 30 phút, lớp nền đẹp, sáng, giữ được khoảng 5,6 tiếng kiềm dầu giống clear white, tầm 4 tiếng có khả năng kháng nước, da quá nhiều mồ hôi sẽ trôi bớt giá hợp lý, vỏ chai dễ thương"
"giao hàng lâu mặc dù ở cùng tỉnh với chi nhánh. đặt thứ 5 tuần trc, nay thứ 4 mới nhận đc. shipper nói đơn hàng nhiều nên chậm kem cn này oki lắm. dưỡng ẩm mặt trc để k da bị khô. nâg tone đẹp","giao hàng lâu mặc dù ở cùng tỉnh với chi nhánh. đặt thứ 5 tuần trc, nay thứ 4 mới nhận được. shipper nói đơn hàng nhiều nên chậm kem cn này oki lắm. dưỡng ẩm mặt trc để không da bị khô. nâg tone đẹp"
"đây là lần t3 mình sử dụng em này. dạng sữa sánh hơn so vs omi sun bears. set nhanh và giữ lâu trên da, kiềm dầu ok đi làm từ sáng đến 5-6h ms thấy tiết dầu ở mức ít đến trung bình. có chống nc nha mng :3 sp còn lấp lánh blink blink sương sương nữa hihi","đây là lần t3 mình sử dụng em này. dạng sữa sánh hơn so với omi sun bears. set nhanh và giữ lâu trên da, kiềm dầu ok đi làm từ sáng đến 5-6h mới thấy tiết dầu ở mức ít đến trung bình. có chống nc nha mọi người :3 sản phẩm còn lấp lánh blink blink sương sương nữa hihi"
tốt thật,tốt thật
"sản phẩm tốt, xài vài ngày đầu hơi châm chít, nhưng da bóng mướt hơn nhiều","sản phẩm tốt, xài vài ngày đầu hơi châm chít, nhưng da bóng mướt hơn nhiều"
da sáng và mướt hơn hẳn sau 1 tháng,da sáng và mướt hơn hẳn sau 1 tháng
"mẹ mình dùng 1 chai thấy da sáng hơn trước,ổn lắm , quay lại mua chai thứ 2 rồi đây","mẹ mình dùng 1 chai thấy da sáng hơn trước,ổn lắm , quay lại mua chai thứ 2 rồi đây"
"mình dùng hết 1 lọ trộm vía thấy đỡ thâm hẳn. da cũng láng hơn nhiều á. mỗi lần thoa 3 giọt thôi, nhiều sẽ hơi châm chích ớ. giờ ghé mua lọ thứ 2 xài típ. =)))","mình dùng hết 1 lọ trộm vía thấy đỡ thâm hẳn. da cũng láng hơn nhiều á. mỗi lần thoa 3 giọt thôi, nhiều sẽ hơi châm chích ớ. giờ ghé mua lọ thứ 2 xài típ. =)))"
"mua dùng cho da tay, thấy da tay có trắng ra nha. mua hủ thứ 2 xài rồi.","mua dùng cho da tay, thấy da tay có trắng ra nha. mua hủ thứ 2 xài rồi."
"mình dùng 2 chai rồi, dùng kem kem luôn, thoa rít rít. sáng ngủ dậy thì da bóng hơn, rửa mặt xong thấy bìh thường. nói chug da k thấy cải thiện j hết, không dùng sp này nưa.","mình dùng 2 chai rồi, dùng kem kem luôn, thoa rít rít. sáng ngủ dậy thì da bóng hơn, rửa mặt xong thấy bìh thường. nói chug da không thấy cải thiện gì hết, không dùng sản phẩm này nưa."
"lúc đầu mẹ mình dùng có hơi châm chích, ngưng 1 thời gian ngắn dùng lại thì ko bị nữa, dùng được 2 tháng thì thấy da có cải thiện, đều màu hơn và căng bóng hơn, dùng kèm thêm kem dưỡng ban ngày ban đêm cho tăng độ hiệu quả nha mọi người","lúc đầu mẹ mình dùng có hơi châm chích, ngưng 1 thời gian ngắn dùng lại thì không bị nữa, dùng được 2 tháng thì thấy da có cải thiện, đều màu hơn và căng bóng hơn, dùng kèm thêm kem dưỡng ban ngày ban đêm cho tăng độ hiệu quả nha mọi người"
"dùng khoảng 1 tuần thấy nền da có cải thiện, mịn mượt hơn rất nhiều. về tác dụng làm sáng thì chưa thấy, chắc phải dùng lâu hơn mới đạt hiệu quả. sẽ gắng bó như một bước tẩy da chết hóa học nhẹ nhàng","dùng khoảng 1 tuần thấy nền da có cải thiện, mịn mượt hơn rất nhiều. về tác dụng làm sáng thì chưa thấy, chắc phải dùng lâu hơn mới đạt hiệu quả. sẽ gắng bó như một bước tẩy da chết hóa học nhẹ nhàng"
"da nhạy cảm ko nên dùng đâu mn, nó hơi châm chích với nóng mặt á, với mình dùng xong bị mụn ẩn nhiều hơn, chê nha","da nhạy cảm không nên dùng đâu mọi người, nó hơi châm chích với nóng mặt á, với mình dùng xong bị mụn ẩn nhiều hơn, chê nha"
